case_id,bank_txn_id,ledger_id,true_status,exception_type
SYNTH-CASE-000787,SYNTH-BANK-000787,SYNTH-LEDGER-000787,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000788,SYNTH-BANK-000788,SYNTH-LEDGER-000788,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000789,SYNTH-BANK-000789,SYNTH-LEDGER-000789,MATCH,NONE
SYNTH-CASE-000790,SYNTH-BANK-000790,,UNMATCHED_BANK,MISSING_LEDGER
SYNTH-CASE-000791,SYNTH-BANK-000791,SYNTH-LEDGER-000791,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000792,SYNTH-BANK-000792,SYNTH-LEDGER-000792,MATCH,NONE
SYNTH-CASE-000793,SYNTH-BANK-000793,SYNTH-LEDGER-000793,MATCH,NONE
SYNTH-CASE-000794,SYNTH-BANK-000794,SYNTH-LEDGER-000794,MATCH,NONE
SYNTH-CASE-000795,SYNTH-BANK-000795,SYNTH-LEDGER-000795,MATCH,NONE
SYNTH-CASE-000796,SYNTH-BANK-000796,SYNTH-LEDGER-000796,AMBIGUOUS,AMBIGUOUS
SYNTH-CASE-000797,SYNTH-BANK-000797,SYNTH-LEDGER-000797,MATCH,NONE
SYNTH-CASE-000798,SYNTH-BANK-000798,SYNTH-LEDGER-000798,MATCH,NONE
SYNTH-CASE-000799,SYNTH-BANK-000799,,UNMATCHED_BANK,MISSING_LEDGER
SYNTH-CASE-000800,SYNTH-BANK-000800,SYNTH-LEDGER-000800,MATCH,NONE
SYNTH-CASE-000801,SYNTH-BANK-000801,SYNTH-LEDGER-000801,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000802,SYNTH-BANK-000802,SYNTH-LEDGER-000802,MATCH,NONE
SYNTH-CASE-000803,SYNTH-BANK-000803,SYNTH-LEDGER-000803,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000804,SYNTH-BANK-000804,SYNTH-LEDGER-000804,MATCH,NONE
SYNTH-CASE-000805,SYNTH-BANK-000805,SYNTH-LEDGER-000805,MATCH,NONE
SYNTH-CASE-000806,SYNTH-BANK-000806,SYNTH-LEDGER-000806,MATCH,NONE
SYNTH-CASE-000807,SYNTH-BANK-000807,SYNTH-LEDGER-000807,AMBIGUOUS,AMBIGUOUS
SYNTH-CASE-000808,SYNTH-BANK-000808,SYNTH-LEDGER-000808,MATCH,NONE
SYNTH-CASE-000809,SYNTH-BANK-000809,SYNTH-LEDGER-000809,DUPLICATE,DUPLICATE
SYNTH-CASE-000810,SYNTH-BANK-000810,SYNTH-LEDGER-000810,MATCH,NONE
SYNTH-CASE-000811,SYNTH-BANK-000811,SYNTH-LEDGER-000811,MATCH,NONE
SYNTH-CASE-000812,SYNTH-BANK-000812,SYNTH-LEDGER-000812,MATCH,NONE
SYNTH-CASE-000813,SYNTH-BANK-000813,SYNTH-LEDGER-000813,MATCH,NONE
SYNTH-CASE-000814,SYNTH-BANK-000814,SYNTH-LEDGER-000814,MATCH,NONE
SYNTH-CASE-000815,SYNTH-BANK-000815,SYNTH-LEDGER-000815,MATCH,NONE
SYNTH-CASE-000816,SYNTH-BANK-000816,SYNTH-LEDGER-000816,MATCH,NONE
SYNTH-CASE-000817,SYNTH-BANK-000817,SYNTH-LEDGER-000817,AMBIGUOUS,AMBIGUOUS
SYNTH-CASE-000818,SYNTH-BANK-000818,SYNTH-LEDGER-000818,AMBIGUOUS,AMBIGUOUS
SYNTH-CASE-000819,SYNTH-BANK-000819,SYNTH-LEDGER-000819,MATCH,NONE
SYNTH-CASE-000820,SYNTH-BANK-000820,SYNTH-LEDGER-000820,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000821,SYNTH-BANK-000821,SYNTH-LEDGER-000821,MATCH,NONE
SYNTH-CASE-000822,SYNTH-BANK-000822,SYNTH-LEDGER-000822,MATCH,NONE
SYNTH-CASE-000823,SYNTH-BANK-000823,SYNTH-LEDGER-000823,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000824,SYNTH-BANK-000824,,UNMATCHED_BANK,MISSING_LEDGER
SYNTH-CASE-000825,SYNTH-BANK-000825,SYNTH-LEDGER-000825,MATCH,NONE
SYNTH-CASE-000826,SYNTH-BANK-000826,SYNTH-LEDGER-000826,MATCH,NONE
SYNTH-CASE-000827,SYNTH-BANK-000827,SYNTH-LEDGER-000827,AMBIGUOUS,AMBIGUOUS
SYNTH-CASE-000828,SYNTH-BANK-000828,,UNMATCHED_BANK,MISSING_LEDGER
SYNTH-CASE-000829,SYNTH-BANK-000829,SYNTH-LEDGER-000829,MATCH,NONE
SYNTH-CASE-000830,SYNTH-BANK-000830,SYNTH-LEDGER-000830,MATCH,NONE
SYNTH-CASE-000831,SYNTH-BANK-000831,SYNTH-LEDGER-000831,MATCH,NONE
SYNTH-CASE-000832,SYNTH-BANK-000832,SYNTH-LEDGER-000832,MATCH,NONE
SYNTH-CASE-000833,SYNTH-BANK-000833,SYNTH-LEDGER-000833,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000834,SYNTH-BANK-000834,SYNTH-LEDGER-000834,MATCH,NONE
SYNTH-CASE-000835,SYNTH-BANK-000835,SYNTH-LEDGER-000835,MATCH,NONE
SYNTH-CASE-000836,SYNTH-BANK-000836,SYNTH-LEDGER-000836,MATCH,NONE
SYNTH-CASE-000837,,SYNTH-LEDGER-000837,UNMATCHED_LEDGER,MISSING_BANK
SYNTH-CASE-000838,SYNTH-BANK-000838,SYNTH-LEDGER-000838,MATCH,NONE
SYNTH-CASE-000839,SYNTH-BANK-000839,SYNTH-LEDGER-000839,MATCH,NONE
SYNTH-CASE-000840,SYNTH-BANK-000840,SYNTH-LEDGER-000840,MATCH,NONE
SYNTH-CASE-000841,SYNTH-BANK-000841,SYNTH-LEDGER-000841,MATCH,NONE
SYNTH-CASE-000842,SYNTH-BANK-000842,SYNTH-LEDGER-000842,MATCH,NONE
SYNTH-CASE-000843,SYNTH-BANK-000843,,UNMATCHED_BANK,MISSING_LEDGER
SYNTH-CASE-000844,SYNTH-BANK-000844,SYNTH-LEDGER-000844,MATCH,NONE
SYNTH-CASE-000845,SYNTH-BANK-000845,SYNTH-LEDGER-000845,MATCH,NONE
SYNTH-CASE-000846,SYNTH-BANK-000846,SYNTH-LEDGER-000846,MATCH,NONE
SYNTH-CASE-000847,SYNTH-BANK-000847,SYNTH-LEDGER-000847,MATCH,NONE
SYNTH-CASE-000848,SYNTH-BANK-000848,SYNTH-LEDGER-000848,MATCH,NONE
SYNTH-CASE-000849,SYNTH-BANK-000849,SYNTH-LEDGER-000849,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000850,SYNTH-BANK-000850,SYNTH-LEDGER-000850,AMBIGUOUS,AMBIGUOUS
SYNTH-CASE-000851,SYNTH-BANK-000851,SYNTH-LEDGER-000851,MATCH,NONE
SYNTH-CASE-000852,SYNTH-BANK-000852,SYNTH-LEDGER-000852,MATCH,NONE
SYNTH-CASE-000853,SYNTH-BANK-000853,SYNTH-LEDGER-000853,MATCH,NONE
SYNTH-CASE-000854,SYNTH-BANK-000854,SYNTH-LEDGER-000854,MATCH,NONE
SYNTH-CASE-000855,SYNTH-BANK-000855,SYNTH-LEDGER-000855,MATCH,NONE
SYNTH-CASE-000856,SYNTH-BANK-000856,SYNTH-LEDGER-000856,MATCH,NONE
SYNTH-CASE-000857,SYNTH-BANK-000857,SYNTH-LEDGER-000857,MATCH,NONE
SYNTH-CASE-000858,SYNTH-BANK-000858,SYNTH-LEDGER-000858,MATCH,NONE
SYNTH-CASE-000859,SYNTH-BANK-000859,SYNTH-LEDGER-000859,MATCH,NONE
SYNTH-CASE-000860,SYNTH-BANK-000860,SYNTH-LEDGER-000860,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000861,SYNTH-BANK-000861,SYNTH-LEDGER-000861,MATCH,NONE
SYNTH-CASE-000862,SYNTH-BANK-000862,SYNTH-LEDGER-000862,MATCH,NONE
SYNTH-CASE-000863,SYNTH-BANK-000863,SYNTH-LEDGER-000863,MATCH,NONE
SYNTH-CASE-000864,SYNTH-BANK-000864,SYNTH-LEDGER-000864,MATCH,NONE
SYNTH-CASE-000865,SYNTH-BANK-000865,SYNTH-LEDGER-000865,MATCH,NONE
SYNTH-CASE-000866,,SYNTH-LEDGER-000866,UNMATCHED_LEDGER,MISSING_BANK
SYNTH-CASE-000867,SYNTH-BANK-000867,SYNTH-LEDGER-000867,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000868,SYNTH-BANK-000868,SYNTH-LEDGER-000868,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000869,SYNTH-BANK-000869,SYNTH-LEDGER-000869,MATCH,NONE
SYNTH-CASE-000870,SYNTH-BANK-000870,SYNTH-LEDGER-000870,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000871,SYNTH-BANK-000871,SYNTH-LEDGER-000871,MATCH,NONE
SYNTH-CASE-000872,SYNTH-BANK-000872,SYNTH-LEDGER-000872,MATCH,NONE
SYNTH-CASE-000873,SYNTH-BANK-000873,SYNTH-LEDGER-000873,MATCH,NONE
SYNTH-CASE-000874,SYNTH-BANK-000874,SYNTH-LEDGER-000874,MATCH,NONE
SYNTH-CASE-000875,SYNTH-BANK-000875,SYNTH-LEDGER-000875,MATCH,NONE
SYNTH-CASE-000876,SYNTH-BANK-000876,SYNTH-LEDGER-000876,MATCH,NONE
SYNTH-CASE-000877,SYNTH-BANK-000877,SYNTH-LEDGER-000877,MATCH,NONE
SYNTH-CASE-000878,SYNTH-BANK-000878,SYNTH-LEDGER-000878,MATCH,NONE
SYNTH-CASE-000879,SYNTH-BANK-000879,SYNTH-LEDGER-000879,MATCH,NONE
SYNTH-CASE-000880,SYNTH-BANK-000880,SYNTH-LEDGER-000880,MATCH,NONE
SYNTH-CASE-000881,SYNTH-BANK-000881,SYNTH-LEDGER-000881,DUPLICATE,DUPLICATE
SYNTH-CASE-000882,SYNTH-BANK-000882,SYNTH-LEDGER-000882,MATCH,NONE
SYNTH-CASE-000883,SYNTH-BANK-000883,SYNTH-LEDGER-000883,MATCH,NONE
SYNTH-CASE-000884,SYNTH-BANK-000884,SYNTH-LEDGER-000884,MATCH,NONE
SYNTH-CASE-000885,SYNTH-BANK-000885,SYNTH-LEDGER-000885,MATCH,NONE
SYNTH-CASE-000886,,SYNTH-LEDGER-000886,UNMATCHED_LEDGER,MISSING_BANK
SYNTH-CASE-000887,SYNTH-BANK-000887,SYNTH-LEDGER-000887,MATCH,NONE
SYNTH-CASE-000888,SYNTH-BANK-000888,SYNTH-LEDGER-000888,MATCH,NONE
SYNTH-CASE-000889,SYNTH-BANK-000889,SYNTH-LEDGER-000889,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000890,SYNTH-BANK-000890,SYNTH-LEDGER-000890,AMBIGUOUS,AMBIGUOUS
SYNTH-CASE-000891,SYNTH-BANK-000891,SYNTH-LEDGER-000891,MATCH,NONE
SYNTH-CASE-000892,,SYNTH-LEDGER-000892,UNMATCHED_LEDGER,MISSING_BANK
SYNTH-CASE-000893,SYNTH-BANK-000893,SYNTH-LEDGER-000893,MATCH,NONE
SYNTH-CASE-000894,SYNTH-BANK-000894,SYNTH-LEDGER-000894,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000895,SYNTH-BANK-000895,SYNTH-LEDGER-000895,MATCH,NONE
SYNTH-CASE-000896,,SYNTH-LEDGER-000896,UNMATCHED_LEDGER,MISSING_BANK
SYNTH-CASE-000897,SYNTH-BANK-000897,SYNTH-LEDGER-000897,AMBIGUOUS,AMBIGUOUS
SYNTH-CASE-000898,SYNTH-BANK-000898,SYNTH-LEDGER-000898,MATCH,NONE
SYNTH-CASE-000899,SYNTH-BANK-000899,SYNTH-LEDGER-000899,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000900,SYNTH-BANK-000900,SYNTH-LEDGER-000900,MATCH,NONE
SYNTH-CASE-000901,SYNTH-BANK-000901,SYNTH-LEDGER-000901,MATCH,NONE
SYNTH-CASE-000902,SYNTH-BANK-000902,SYNTH-LEDGER-000902,MATCH,NONE
SYNTH-CASE-000903,SYNTH-BANK-000903,SYNTH-LEDGER-000903,MATCH,NONE
SYNTH-CASE-000904,SYNTH-BANK-000904,SYNTH-LEDGER-000904,MATCH,NONE
SYNTH-CASE-000905,SYNTH-BANK-000905,SYNTH-LEDGER-000905,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000906,SYNTH-BANK-000906,SYNTH-LEDGER-000906,MATCH,NONE
SYNTH-CASE-000907,SYNTH-BANK-000907,SYNTH-LEDGER-000907,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000908,SYNTH-BANK-000908,SYNTH-LEDGER-000908,MATCH,NONE
SYNTH-CASE-000909,SYNTH-BANK-000909,SYNTH-LEDGER-000909,MATCH,NONE
SYNTH-CASE-000910,SYNTH-BANK-000910,SYNTH-LEDGER-000910,MATCH,NONE
SYNTH-CASE-000911,SYNTH-BANK-000911,SYNTH-LEDGER-000911,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000912,SYNTH-BANK-000912,SYNTH-LEDGER-000912,AMBIGUOUS,AMBIGUOUS
SYNTH-CASE-000913,SYNTH-BANK-000913,SYNTH-LEDGER-000913,DUPLICATE,DUPLICATE
SYNTH-CASE-000914,SYNTH-BANK-000914,SYNTH-LEDGER-000914,MATCH,NONE
SYNTH-CASE-000915,SYNTH-BANK-000915,SYNTH-LEDGER-000915,DUPLICATE,DUPLICATE
SYNTH-CASE-000916,SYNTH-BANK-000916,SYNTH-LEDGER-000916,MATCH,NONE
SYNTH-CASE-000917,SYNTH-BANK-000917,SYNTH-LEDGER-000917,MATCH,NONE
SYNTH-CASE-000918,SYNTH-BANK-000918,SYNTH-LEDGER-000918,MATCH,NONE
SYNTH-CASE-000919,,SYNTH-LEDGER-000919,UNMATCHED_LEDGER,MISSING_BANK
SYNTH-CASE-000920,SYNTH-BANK-000920,SYNTH-LEDGER-000920,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000921,SYNTH-BANK-000921,SYNTH-LEDGER-000921,MATCH,NONE
SYNTH-CASE-000922,SYNTH-BANK-000922,SYNTH-LEDGER-000922,MATCH,NONE
SYNTH-CASE-000923,SYNTH-BANK-000923,SYNTH-LEDGER-000923,MATCH,NONE
SYNTH-CASE-000924,SYNTH-BANK-000924,SYNTH-LEDGER-000924,MATCH,NONE
SYNTH-CASE-000925,SYNTH-BANK-000925,SYNTH-LEDGER-000925,MATCH,NONE
SYNTH-CASE-000926,SYNTH-BANK-000926,SYNTH-LEDGER-000926,MATCH,NONE
SYNTH-CASE-000927,SYNTH-BANK-000927,SYNTH-LEDGER-000927,MATCH,NONE
SYNTH-CASE-000928,SYNTH-BANK-000928,SYNTH-LEDGER-000928,MATCH,NONE
SYNTH-CASE-000929,SYNTH-BANK-000929,SYNTH-LEDGER-000929,MATCH,NONE
SYNTH-CASE-000930,SYNTH-BANK-000930,SYNTH-LEDGER-000930,MATCH,NONE
SYNTH-CASE-000931,SYNTH-BANK-000931,SYNTH-LEDGER-000931,MATCH,NONE
SYNTH-CASE-000932,SYNTH-BANK-000932,SYNTH-LEDGER-000932,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000933,SYNTH-BANK-000933,SYNTH-LEDGER-000933,MATCH,NONE
SYNTH-CASE-000934,SYNTH-BANK-000934,SYNTH-LEDGER-000934,DUPLICATE,DUPLICATE
SYNTH-CASE-000935,SYNTH-BANK-000935,SYNTH-LEDGER-000935,DUPLICATE,DUPLICATE
SYNTH-CASE-000936,SYNTH-BANK-000936,SYNTH-LEDGER-000936,MATCH,NONE
SYNTH-CASE-000937,SYNTH-BANK-000937,SYNTH-LEDGER-000937,MATCH,NONE
SYNTH-CASE-000938,SYNTH-BANK-000938,SYNTH-LEDGER-000938,MATCH,NONE
SYNTH-CASE-000939,SYNTH-BANK-000939,SYNTH-LEDGER-000939,MATCH,NONE
SYNTH-CASE-000940,SYNTH-BANK-000940,SYNTH-LEDGER-000940,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000941,SYNTH-BANK-000941,SYNTH-LEDGER-000941,MATCH,NONE
SYNTH-CASE-000942,SYNTH-BANK-000942,SYNTH-LEDGER-000942,MATCH,NONE
SYNTH-CASE-000943,SYNTH-BANK-000943,SYNTH-LEDGER-000943,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000944,SYNTH-BANK-000944,SYNTH-LEDGER-000944,MATCH,NONE
SYNTH-CASE-000945,SYNTH-BANK-000945,SYNTH-LEDGER-000945,MATCH,NONE
SYNTH-CASE-000946,SYNTH-BANK-000946,SYNTH-LEDGER-000946,MATCH,NONE
SYNTH-CASE-000947,SYNTH-BANK-000947,SYNTH-LEDGER-000947,MATCH,NONE
SYNTH-CASE-000948,SYNTH-BANK-000948,,UNMATCHED_BANK,MISSING_LEDGER
SYNTH-CASE-000949,,SYNTH-LEDGER-000949,UNMATCHED_LEDGER,MISSING_BANK
SYNTH-CASE-000950,SYNTH-BANK-000950,SYNTH-LEDGER-000950,MATCH,NONE
SYNTH-CASE-000951,SYNTH-BANK-000951,SYNTH-LEDGER-000951,MATCH,NONE
SYNTH-CASE-000952,SYNTH-BANK-000952,SYNTH-LEDGER-000952,MATCH,NONE
SYNTH-CASE-000953,SYNTH-BANK-000953,SYNTH-LEDGER-000953,MATCH,NONE
SYNTH-CASE-000954,SYNTH-BANK-000954,SYNTH-LEDGER-000954,MATCH,NONE
SYNTH-CASE-000955,SYNTH-BANK-000955,SYNTH-LEDGER-000955,MATCH,NONE
SYNTH-CASE-000956,SYNTH-BANK-000956,SYNTH-LEDGER-000956,MATCH,NONE
SYNTH-CASE-000957,SYNTH-BANK-000957,SYNTH-LEDGER-000957,MATCH,NONE
SYNTH-CASE-000958,SYNTH-BANK-000958,SYNTH-LEDGER-000958,MATCH,NONE
SYNTH-CASE-000959,SYNTH-BANK-000959,SYNTH-LEDGER-000959,MATCH,NONE
SYNTH-CASE-000960,SYNTH-BANK-000960,SYNTH-LEDGER-000960,AMBIGUOUS,AMBIGUOUS
SYNTH-CASE-000961,SYNTH-BANK-000961,SYNTH-LEDGER-000961,DUPLICATE,DUPLICATE
SYNTH-CASE-000962,SYNTH-BANK-000962,SYNTH-LEDGER-000962,MATCH,NONE
SYNTH-CASE-000963,SYNTH-BANK-000963,SYNTH-LEDGER-000963,MATCH,NONE
SYNTH-CASE-000964,SYNTH-BANK-000964,SYNTH-LEDGER-000964,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000965,SYNTH-BANK-000965,SYNTH-LEDGER-000965,MATCH,NONE
SYNTH-CASE-000966,SYNTH-BANK-000966,SYNTH-LEDGER-000966,MATCH,NONE
SYNTH-CASE-000967,SYNTH-BANK-000967,SYNTH-LEDGER-000967,MATCH,NONE
SYNTH-CASE-000968,SYNTH-BANK-000968,SYNTH-LEDGER-000968,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000969,SYNTH-BANK-000969,SYNTH-LEDGER-000969,DUPLICATE,DUPLICATE
SYNTH-CASE-000970,SYNTH-BANK-000970,SYNTH-LEDGER-000970,MATCH,NONE
SYNTH-CASE-000971,SYNTH-BANK-000971,SYNTH-LEDGER-000971,MATCH,NONE
SYNTH-CASE-000972,SYNTH-BANK-000972,SYNTH-LEDGER-000972,AMBIGUOUS,AMBIGUOUS
SYNTH-CASE-000973,SYNTH-BANK-000973,SYNTH-LEDGER-000973,MATCH,NONE
SYNTH-CASE-000974,SYNTH-BANK-000974,SYNTH-LEDGER-000974,AMBIGUOUS,AMBIGUOUS
SYNTH-CASE-000975,SYNTH-BANK-000975,SYNTH-LEDGER-000975,AMBIGUOUS,AMBIGUOUS
SYNTH-CASE-000976,SYNTH-BANK-000976,SYNTH-LEDGER-000976,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000977,SYNTH-BANK-000977,SYNTH-LEDGER-000977,MATCH,NONE
SYNTH-CASE-000978,SYNTH-BANK-000978,SYNTH-LEDGER-000978,MATCH,NONE
SYNTH-CASE-000979,SYNTH-BANK-000979,SYNTH-LEDGER-000979,MATCH,NONE
SYNTH-CASE-000980,SYNTH-BANK-000980,SYNTH-LEDGER-000980,MATCH,NONE
SYNTH-CASE-000981,SYNTH-BANK-000981,SYNTH-LEDGER-000981,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000982,SYNTH-BANK-000982,SYNTH-LEDGER-000982,MATCH,NONE
SYNTH-CASE-000983,SYNTH-BANK-000983,SYNTH-LEDGER-000983,MATCH,NONE
SYNTH-CASE-000984,SYNTH-BANK-000984,SYNTH-LEDGER-000984,MATCH,NONE
SYNTH-CASE-000985,SYNTH-BANK-000985,SYNTH-LEDGER-000985,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000986,SYNTH-BANK-000986,SYNTH-LEDGER-000986,MATCH,NONE
SYNTH-CASE-000987,SYNTH-BANK-000987,SYNTH-LEDGER-000987,MATCH,NONE
SYNTH-CASE-000988,SYNTH-BANK-000988,SYNTH-LEDGER-000988,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000989,SYNTH-BANK-000989,SYNTH-LEDGER-000989,MATCH,NONE
SYNTH-CASE-000990,SYNTH-BANK-000990,SYNTH-LEDGER-000990,MATCH,NONE
SYNTH-CASE-000991,SYNTH-BANK-000991,SYNTH-LEDGER-000991,MATCH,NONE
SYNTH-CASE-000992,SYNTH-BANK-000992,SYNTH-LEDGER-000992,MATCH,NONE
SYNTH-CASE-000993,SYNTH-BANK-000993,SYNTH-LEDGER-000993,MATCH,NONE
SYNTH-CASE-000994,SYNTH-BANK-000994,SYNTH-LEDGER-000994,MATCH,NONE
SYNTH-CASE-000995,SYNTH-BANK-000995,SYNTH-LEDGER-000995,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000996,SYNTH-BANK-000996,SYNTH-LEDGER-000996,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000997,SYNTH-BANK-000997,SYNTH-LEDGER-000997,MATCH,NONE
SYNTH-CASE-000998,SYNTH-BANK-000998,SYNTH-LEDGER-000998,MATCH,NONE
SYNTH-CASE-000999,SYNTH-BANK-000999,SYNTH-LEDGER-000999,MATCH,NONE
SYNTH-CASE-001000,SYNTH-BANK-001000,SYNTH-LEDGER-001000,MATCH,NONE
SYNTH-CASE-001001,,SYNTH-LEDGER-001001,UNMATCHED_LEDGER,MISSING_BANK
SYNTH-CASE-001002,SYNTH-BANK-001002,SYNTH-LEDGER-001002,MATCH,NONE
SYNTH-CASE-001003,SYNTH-BANK-001003,SYNTH-LEDGER-001003,MATCH,NONE
SYNTH-CASE-001004,SYNTH-BANK-001004,SYNTH-LEDGER-001004,AMBIGUOUS,AMBIGUOUS
SYNTH-CASE-001005,SYNTH-BANK-001005,SYNTH-LEDGER-001005,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-001006,SYNTH-BANK-001006,SYNTH-LEDGER-001006,MATCH,NONE
SYNTH-CASE-001007,SYNTH-BANK-001007,SYNTH-LEDGER-001007,MATCH,NONE
SYNTH-CASE-001008,SYNTH-BANK-001008,SYNTH-LEDGER-001008,MATCH,NONE
SYNTH-CASE-001009,SYNTH-BANK-001009,SYNTH-LEDGER-001009,MATCH,NONE
SYNTH-CASE-001010,SYNTH-BANK-001010,SYNTH-LEDGER-001010,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-001011,SYNTH-BANK-001011,SYNTH-LEDGER-001011,MATCH,NONE
SYNTH-CASE-001012,SYNTH-BANK-001012,SYNTH-LEDGER-001012,MATCH,NONE
SYNTH-CASE-001013,SYNTH-BANK-001013,SYNTH-LEDGER-001013,DUPLICATE,DUPLICATE
SYNTH-CASE-001014,SYNTH-BANK-001014,SYNTH-LEDGER-001014,MATCH,NONE
SYNTH-CASE-001015,SYNTH-BANK-001015,SYNTH-LEDGER-001015,MATCH,NONE
SYNTH-CASE-001016,SYNTH-BANK-001016,SYNTH-LEDGER-001016,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-001017,SYNTH-BANK-001017,SYNTH-LEDGER-001017,MATCH,NONE
SYNTH-CASE-001018,SYNTH-BANK-001018,SYNTH-LEDGER-001018,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-001019,SYNTH-BANK-001019,SYNTH-LEDGER-001019,MATCH,NONE
SYNTH-CASE-001020,SYNTH-BANK-001020,SYNTH-LEDGER-001020,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-001021,SYNTH-BANK-001021,SYNTH-LEDGER-001021,DUPLICATE,DUPLICATE
SYNTH-CASE-001022,SYNTH-BANK-001022,SYNTH-LEDGER-001022,MATCH,NONE
SYNTH-CASE-001023,,SYNTH-LEDGER-001023,UNMATCHED_LEDGER,MISSING_BANK
SYNTH-CASE-001024,SYNTH-BANK-001024,SYNTH-LEDGER-001024,MATCH,NONE
SYNTH-CASE-001025,SYNTH-BANK-001025,SYNTH-LEDGER-001025,MATCH,NONE
SYNTH-CASE-001026,SYNTH-BANK-001026,SYNTH-LEDGER-001026,MATCH,NONE
SYNTH-CASE-001027,SYNTH-BANK-001027,SYNTH-LEDGER-001027,MATCH,NONE
SYNTH-CASE-001028,SYNTH-BANK-001028,SYNTH-LEDGER-001028,MATCH,NONE
SYNTH-CASE-001029,,SYNTH-LEDGER-001029,UNMATCHED_LEDGER,MISSING_BANK
SYNTH-CASE-001030,SYNTH-BANK-001030,SYNTH-LEDGER-001030,MATCH,NONE
SYNTH-CASE-001031,SYNTH-BANK-001031,SYNTH-LEDGER-001031,MATCH,NONE
SYNTH-CASE-001032,SYNTH-BANK-001032,SYNTH-LEDGER-001032,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-001033,SYNTH-BANK-001033,SYNTH-LEDGER-001033,MATCH,NONE
SYNTH-CASE-001034,SYNTH-BANK-001034,SYNTH-LEDGER-001034,MATCH,NONE
SYNTH-CASE-001035,SYNTH-BANK-001035,SYNTH-LEDGER-001035,MATCH,NONE
SYNTH-CASE-001036,,SYNTH-LEDGER-001036,UNMATCHED_LEDGER,MISSING_BANK
SYNTH-CASE-001037,SYNTH-BANK-001037,SYNTH-LEDGER-001037,MATCH,NONE
SYNTH-CASE-001038,SYNTH-BANK-001038,SYNTH-LEDGER-001038,MATCH,NONE
SYNTH-CASE-001039,SYNTH-BANK-001039,SYNTH-LEDGER-001039,MATCH,NONE
SYNTH-CASE-001040,SYNTH-BANK-001040,SYNTH-LEDGER-001040,MATCH,NONE
SYNTH-CASE-001041,SYNTH-BANK-001041,SYNTH-LEDGER-001041,AMBIGUOUS,AMBIGUOUS
SYNTH-CASE-001042,SYNTH-BANK-001042,SYNTH-LEDGER-001042,MATCH,NONE
SYNTH-CASE-001043,SYNTH-BANK-001043,SYNTH-LEDGER-001043,MATCH,NONE
SYNTH-CASE-001044,SYNTH-BANK-001044,SYNTH-LEDGER-001044,MATCH,NONE
SYNTH-CASE-001045,SYNTH-BANK-001045,SYNTH-LEDGER-001045,AMBIGUOUS,AMBIGUOUS
SYNTH-CASE-001046,SYNTH-BANK-001046,SYNTH-LEDGER-001046,MATCH,NONE
